"","Longitude","Latitude","School.ID","Enrollment.x","Grade.Level","src_school_id","school_name","overall_city_rank","ach_city_rank","prog_city_rank","clim_city_rank","cc_city_rank","Serious.Incidents","Total.Suspensions","Count.Native.American.y","Percent.Native.American.y","Count.Asian.y","Percent.Asian.y","Count.Black.y","Percent.Black.y","Count.Hispanic.y","Percent.Hispanic.y","Count.Multirace.y","Percent.Multirace.y","Count.Pacific.Islander.y","Percent.Pacific.Islander.y","Count.White.y","Percent.White.y"
"324",-75.238,39.993,4280,364,"Elementary School","428","Samuel Gompers School","48th of 61","38th of 61","43rd of 61","40th of 62",NA,22,36,0,0,4,0.01098901,290,0.7967033,9,0.02472527,46,0.12637363,0,0,15,0.04120879
"325",-75.128,39.987,5210,575,"Elementary School","521","Henry A. Brown School","82nd of 126","67th of 126","75th of 126","70th of 126",NA,14,24,2,0.00347826,92,0.16,76,0.13217391,271,0.47130435,54,0.09391304,0,0,80,0.13913043
"326",-75.097,40.048,3404,NA,"High School","X04","Tacony Academy Charter School","56th of 71","46th of 70","68th of 71","51st of 72","40th of 70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",-75.097,40.048,3404,NA,"High School","X04","Tacony Academy Charter School","56th of 71","46th of 70","68th of 71","51st of 72","40th of 70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",-75.097,40.048,3404,NA,"High School","X04","Tacony Academy Charter School","56th of 71","46th of 70","68th of 71","51st of 72","40th of 70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",-75.097,40.048,3404,NA,"High School","X04","Tacony Academy Charter School","56th of 71","46th of 70","68th of 71","51st of 72","40th of 70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",-75.097,40.048,3404,NA,"High School","X04","Tacony Academy Charter School","47th of 126","28th of 126","86th of 126","32nd of 126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",-75.097,40.048,3404,NA,"High School","X04","Tacony Academy Charter School","47th of 126","28th of 126","86th of 126","32nd of 126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",-75.097,40.048,3404,NA,"High School","X04","Tacony Academy Charter School","47th of 126","28th of 126","86th of 126","32nd of 126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",-75.097,40.048,3404,NA,"High School","X04","Tacony Academy Charter School","47th of 126","28th of 126","86th of 126","32nd of 126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",-75.127,39.985,5510,366,"High School","551","Kensington International Business, Finance, and Entrepreneurship HS","66th of 71","61st of 70","59th of 71","66th of 72","68th of 70",35,98,0,0,5,0.0136612,134,0.36612022,182,0.49726776,4,0.01092896,0,0,41,0.11202186
"335",-75.127,39.984,5600,351,"High School","560","Kensington Urban Education Academy","66th of 71","46th of 70","68th of 71","66th of 72","59th of 70",39,86,1,0.002849,4,0.01139601,133,0.37891738,189,0.53846154,3,0.00854701,0,0,21,0.05982906
"336",-75.267,39.976,4320,195,"High School","432","Robert E. Lamberton School","60th of 126","81st of 126","46th of 126","60th of 126",NA,46,62,1,0.0019305,4,0.00772201,470,0.90733591,20,0.03861004,22,0.04247104,0,0,1,0.0019305
"337",-75.267,39.976,4320,195,"High School","432","Robert E. Lamberton School","60th of 126","81st of 126","46th of 126","60th of 126",NA,46,62,1,0.0019305,4,0.00772201,470,0.90733591,20,0.03861004,22,0.04247104,0,0,1,0.0019305
"338",-75.219,39.955,8560,154,"High School","856","The Workshop School",NA,NA,NA,"48th of 72",NA,5,16,0,0,1,0.00649351,141,0.91558442,5,0.03246753,6,0.03896104,0,0,1,0.00649351
